12911|7 December 1941|St John's College, Oxford; Episcopal Divinity School, Cambridge, Massachusetts, USA; King's College, London
13025|28 June 1931|Merton College, Oxford
13023|27 February 1932|University College, London
13030|8 April 1948|Edinburgh University; Strathclyde University; DipHSM 1974
13293|23 April 1944|St Catherine's College, Oxford; Magdalene College, Cambridge
13294|5 March 1960|Aston University Production engineering 1982, PhD robotics 1985)
13197|21 November 1931|
13196|6 June 1940|IIT, Kharagpur; Birmingham University
13548|9 March 1955|London School of Economics; University of Kent
13545|10 November 1943|Bedford College, London; Lancaster University
13201|22 April 1941|
13200|29 Jun 1940|
13199|9 February 1946|Durham University
13198||
12845|20 March 1959|Exeter College, Oxford
13558|14 Nov 1941|
13481|5 October 1944|University of London economics 1970)
13482|16 January 1947|Manchester University; University College, London
13483|18 January 1938|Hull University; London School of Economics; University of Cambridge
10554|12 February 1942|
13477|23 October 1935|University College of North Wales; Handsworth Methodist College
13478|20 September 1938|Punjab University
13479|20 October 1947|
13480|30 August 1961|Bedford College, London
13475|22 August 1937|North East London Polytechnic
10425|5 May 1936|University College, Oxford
13055|27 February 1950|Newnham College, Cambridge; Leo Baeck College, London
13056|5 January 1944|
13057|24 July 1946|Bristol University
13058|26 Jun 1961|
13051|17 May 1939|Pembroke College, Cambridge
13052|26 April 1948|St Andrews University; Barking Regional College of Technology
13053|30 March 1950|East London College; Sussex University; London School of Economics; London Business School
13054|17 September 1938|Melbourne University, Australia; Gonville and Caius College, Cambridge
13048|1 June 1951|New College of Speech and Drama; Middlesex Polytechnic/University
10516|23 January 1940|King's College, London
12838|20 October 1957|University College, London
12837|15 February 1942|University College of Wales, Cardiff; Fitzwilliam College, Cambridge; School of Oriental and African Studies, London University
12836|17 January 1943|University College, London; College of Air Training, Hamble
12835|22 December 1942|Leeds University; Columbia University, New York, USA
12842|28 June 1934|Pembroke College, Oxford; Chicago University Law School
12841|9 April 1937|Worcester College, Oxford
12840|31 January 1945|Girton College, Cambridge
12839|30 October 1943|Essex University; King's College, Cambridge
12844|19 January 1951|Lancaster University; Oxford University; Cuddesdon Theological College, Oxford
12843|20 May 1943|Brasenose College, Oxford; London Business School
13449|3 August 1961|Trinity and All Saints College
13450|14 April 1942|
13447|24 November 1949|Oxford University
13448|1 Aug 1936|Prelimary Certificate; FCA
13445|15 June 1932|
13446|11 Sep 1938|Emmanuel College, Cambridge
13443|22 February 1942|Pembroke College, Oxford
13444|18 April 1944|University College, London; Lady Margaret Hall, Oxford
13452|20 August 1955|London University
13453|31 December 1946|Selwyn College, Cambridge; Ripon Hall, Oxford
13175|30 May 1942|Churchill College, Cambridge; St John's College, Durham
13177|12 Mar 1951|Trinity College, Cambridge
13176|12 May 1944|Balliol College, Oxford Oxford
13171|28 March 1942|University College of Wales, Cardiff
13170|30 Jul 1939|
13173|30 June 1957|
13172|20 Apr 1931|Magdalen College, Oxford
13179|14 Apr 1940|Nottingham University; St Stephen's House; Linacre College, Oxford
13178|22 February 1963|Keble College, Oxford; Christ Church, Oxford
13149|6 November 1934|Corpus Christi College, Cambridge
13150|21 Oct 1942|Leicester University; Southampton University
13151|2 December 1956|Lincoln College, Oxford
10345|22 April 1946|Heriot-Watt University
10584|2 July 1947|Bradford University; Sheffield University
10464|6 January 1945|Heriot-Watt University; Moray House College of Education, Edinburgh
10612|29 October 1941|Exeter College, Oxford
10445|17 June 1952|Coventry College of Education
10291|11 June 1944|King's College, Cambridge
10207|25 June 1937|Oxford University
10101|9 July 1942|Portsmouth Polytechnic; Portsmouth Naval College; Graduate, Institute of Mechanical Engineers
10599|19 February 1941|University College, London
10211|21 January 1942|Edinburgh University
10255|30 December 1941|
12928|18 August 1928|Trinity College, Cambridge
10325|30 March 1948|
10536|22 January 1940|St Hilda's College, Oxford
10374|27 Mar 1939|Christ Church, Oxford; College of Law
12933||Birmingham University; Filtzwilliam College, Cambridge; Ridley Hall, Cambridge
13582|26 August 1942|Bilston College of Further Education
13583|25 February 1947|St Andrews University; Edinburgh University
10058|12 March 1948|Essex University; London School of Economics
10424|26 July 1940|Queen's University, Belfast; Michigan University, USA; London University
10110|26 February 1949|Queens College, St Andrews University; Edinburgh University
10556|7 May 1939|Newbattle Abbey Adult Education College; Strathclyde University; Southampton University
10547|24 July 1951|Pembroke College, Cambridge; Harvard University
10003|27 December 1947|
13577|29 April 1942|
10011|17 June 1939|University College of Wales, Swansea; Inns of Court School of Law 1966-69
10135|5 May 1942|London School of Economics; Inns of Court School of Law 1989-90; Open University
10234|4 Jul 1943|King's College, Cambridge
13319|17 January 1942|Selwyn College, Cambridge; Cuddesdon College, Oxford
10146|4 August 1939|Bede College, Durham University
13321|6 June 1943|University College, Oxford
13320|5 October 1955|Gonville and Caius College, Cambridge
13323|23 June 1942|Trinity College, Cambridge
13322|29 April 1943|St Anne's College, Oxford; Brandess University, USA
13315|8 December 1958|St Hugh's College, Oxford
13714|10 June 1949|Makere Iniversity, Uganda; Diploma in legal practice, Uganda 1972; Selwyn College, Cambridge; Ridley Hall, Cambridge
13174|17 October 1942|Queen's University, Belfast politics and economics 1965); University College, London; Oak Hill Theological College, London
13716|21 January 1945|Christ's College, Cambridge
13718||
